Id,sig,Color
n0,-0.8426796346116696,#2C738E
n1,-1.1397579723669986,#32658E
n2,0.7645406536084326,#42BE72
n3,-0.5749029006295825,#27808E
n4,-0.32590004669340605,#228C8D
n5,-0.1951322040758984,#20928C
n6,0.33803286195255544,#25AB82
n7,0.17475818458748502,#20A386
n8,0.3807188324604637,#27AD81
n9,-0.4306937139650585,#24878E
n10,-1.1480963702547948,#32648E
n11,-0.4695120381977308,#25858E
n12,0.29666792638075123,#23A983
n13,-0.8980502315003851,#2D718E
n14,-0.4441256376209407,#24868E
n15,-0.04332388887277823,#1F998A
n16,0.7108322849519665,#3DBB74
n17,-0.1589862530369393,#20948C
n18,0.8699285441475204,#4BC26C
n19,-1.6974181541681008,#3F4788
n20,0.03310733576463988,#1E9D89
n21,-1.0271146898914545,#306A8E
n22,-1.1683573681560608,#33638D
n23,1.4178237429289882,#8AD547
n24,0.2494389803792283,#22A785
n25,0.5032921901888897,#2DB27D
n26,-0.4072623844750395,#24888E
n27,-0.5269865407999489,#26828E
n28,-0.9568464680899386,#2E6E8E
n29,0.2313640303373612,#21A685
n30,-0.20906876958406972,#20918C
n31,0.46561719159517434,#2BB17E
n32,-1.4963836312804275,#3B528B
n33,-0.6884216011276936,#297B8E
n34,0.42864321365806,#29AF7F
n35,-0.6051229840861914,#277F8E
n36,-0.7418586479977476,#2A788E
n37,-0.09738679130405441,#1F968B
n38,-0.06425678798272348,#1F988B
n39,-1.266822424668818,#355E8D
n40,-0.5762667074878781,#27808E
n41,-1.3710409889829394,#37598C
n42,0.7095476683405901,#3DBB74
n43,0.38268353776585184,#27AD81
n44,0.6779306383305937,#3ABA76
n45,-0.5474006559626937,#26818E
n46,0.15976589630432408,#20A387
n47,-1.4180236295509356,#39568C
n48,-1.8175794859164172,#424086
n49,1.8596052372885643,#C4E022
n50,0.1324416993507833,#1FA187
n51,-0.011472614480145313,#1E9B8A
n52,-0.13254391481300035,#1F958B
n53,-0.46786619270201696,#25858E
n54,-1.0517588122425132,#30698E
n55,0.21670363095438858,#21A585
n56,0.9936402123809011,#58C765
n57,-0.28291598209361757,#218E8D
n58,0.3425519247229073,#25AB82
n59,0.5094116716907725,#2EB37D
n60,0.6729160961118386,#3ABA76
n61,-0.09665107337818382,#1F978B
n62,-0.707061962071007,#297A8E
n63,1.0627857225534847,#5FCA61
n64,-0.5406223592683711,#26828E
n65,0.42868472949347675,#29AF7F
n66,2.3045275156845912,#FDE725
n67,-0.03876108666283749,#1F998A
n68,0.6898875339454096,#3BBB75
n69,0.7367591289486668,#3FBD73
n70,0.11578881172372335,#1FA188
n71,0.5194572516841776,#2EB37C
n72,-1.366693716998858,#37598C
n73,-1.852814662502835,#433E85
n74,-0.7842084274107786,#2B768E
n75,1.0969052886597228,#63CB5F
n76,-1.493801856869735,#3B528B
n77,-0.6826966828589492,#297B8E
n78,-0.7868328247856955,#2B768E
n79,0.8895690646780221,#4DC36B
n80,-2.0367845151667066,#46337F
n81,0.3463216624729404,#25AB82
n82,0.2909944508205457,#23A984
n83,-0.004549322041243243,#1E9B8A
n84,0.2705557956533367,#22A884
n85,-0.508054775099959,#25838E
n86,0.671734996726562,#3ABA76
n87,0.8408312718663324,#49C16E
n88,-1.4282709344650761,#39568C
n89,-2.4405372437391204,#48196B
n90,0.6621419295698258,#39B976
n91,0.4464012466704121,#2AB07F
n92,-0.10307760614550739,#1F968B
n93,1.4482998323135727,#8ED645
n94,1.0778237201124374,#61CA60
n95,0.22558231294695008,#21A685
n96,1.0293159296118717,#5CC863
n97,-0.624587189002234,#287E8E
n98,-0.05586087885712398,#1F988B
n99,1.0760295217861966,#61CA60
n100,-0.3569695580859739,#238A8D
n101,0.7348073038354066,#3FBD73
n102,1.2330029671896012,#73D055
n103,0.1414794319144744,#1FA287
n104,0.42582260752816287,#29AF80
n105,0.27888239723313896,#22A884
n106,-0.12085993138296706,#1F958B
n107,-0.33554323926272006,#228B8D
n108,0.06384139083972815,#1F9E89
n109,-1.136285304383644,#32658E
n110,-0.12350101677994146,#1F958B
n111,0.5432959856847052,#30B47B
n112,-0.6811433770776281,#297B8E
n113,-0.4339361684775614,#24878E
n114,0.7001377209979999,#3CBB75
n115,-1.5387552667624105,#3C508B
n116,0.3313283802563663,#24AB82
n117,-1.206796617981797,#34618D
n118,1.1461962480052323,#69CD5B
n119,-0.32440993581596084,#228C8D
n120,1.2023140189848864,#6FCF58
n121,-1.127527821547876,#32658E
n122,-0.6943759590572031,#297A8E
n123,0.5836309276116661,#33B67A
n124,0.3495014049289959,#25AB82
n125,-0.28448894471077396,#218E8D
n126,-0.17844092463724112,#20938C
n127,1.8835142271059346,#C7E020
n128,0.1820253855958228,#20A486
n129,0.6639419635547105,#39B976
n130,2.178420217253551,#EEE51B
n131,-0.5302366999726902,#26828E
n132,1.2039710810907729,#6FCF57
n133,0.08736969488228237,#1F9F88
n134,-0.09058597452292264,#1F978B
n135,-0.011020387523501403,#1E9B8A
n136,-0.6069703675527179,#277E8E
n137,-0.0027281384435670205,#1E9B8A
n138,-1.3145507788214887,#365C8D
n139,-0.44961918017932045,#24868E
n140,1.511506444883503,#96D83F
n141,0.7555485036621891,#41BD72
n142,1.1319286527031573,#67CC5C
n143,0.3227510987469404,#24AA83
n144,0.5304461356444495,#2FB47C
n145,-0.4738124137660212,#25858E
n146,0.11538639312798844,#1FA088
n147,1.090770897252144,#63CB5F
n148,-1.5421349008083098,#3C508B
n149,0.5154305975604156,#2EB37C
n150,-0.40157539843329243,#23888E
n151,0.2601896697989848,#22A784
n152,-1.6986247838913864,#3F4788
n153,0.45257222107177864,#2AB07F
n154,0.4768086091301878,#2CB17E
n155,-0.5513076335578486,#26818E
n156,-0.3371202214024638,#228B8D
n157,-0.568704922715692,#27808E
n158,-0.35156368569527585,#238A8D
n159,2.062477583145602,#DFE318
n160,1.8708251828327465,#C6E021
n161,-0.31808922737583734,#228C8D
n162,0.1958316009774437,#20A486
n163,0.4535214005895218,#2AB07F
n164,0.697676169087577,#3CBB75
n165,0.3335302001512773,#24AB82
n166,0.44109523808785217,#2AB07F
n167,1.1505590754832862,#69CD5B
n168,0.616347043177212,#35B778
n169,-1.7801641957736132,#414287
n170,-0.6327797264277097,#287D8E
