Id,sig,Color
n171,1.0928527249294024,#63CB5F
n172,-0.14859094025769062,#20948C
n173,-1.9441342691716799,#453882
n174,1.4226822934778622,#8AD647
n175,-0.46828674004018433,#25858E
n176,0.40498693779512246,#28AE80
n177,0.43873460439654166,#2AAF7F
n178,0.30831399141036747,#24A983
n179,1.7235900447801524,#B2DD2D
n180,-2.768999625759937,#440154
n181,0.13774734149601506,#1FA287
n182,-1.1094579569719853,#31668E
n183,0.5564378291201856,#31B57B
n184,0.3951112901373576,#27AD81
n185,0.6471369078120065,#38B977
n186,1.277870517830696,#78D152
n187,-0.9662241992432419,#2E6D8E
n188,-1.3186715935857531,#365C8D
n189,0.3642167389624847,#26AC81
n190,0.6957120053181138,#3CBB75
n191,-0.6558915597801969,#287C8E
n192,-0.2952002429778128,#228D8D
n193,0.6185984721224602,#35B778
n194,0.9335980532350192,#52C569
n195,-0.1811725238477407,#20938C
n196,0.8728501804418641,#4CC26C
n197,0.80449120650583,#45BF70
n198,-1.2138323288765516,#34618D
n199,0.3128399788016449,#24AA83
n200,-0.10315887948676974,#1F968B
n201,-0.3561033241922551,#238A8D
n202,0.06164975699080465,#1F9E89
n203,-1.6288008892512567,#3E4B89
n204,-0.42753621192447544,#24878E
n205,-1.75924677928001,#414387
n206,-0.25297891893493346,#218F8D
n207,-2.171581616830078,#472A7A
n208,0.865185010923987,#4BC26D
n209,-0.2563747126331245,#218F8D
n210,0.8723695747854274,#4CC26C
n211,-0.15588094361900293,#20948C
n212,-1.003255450319419,#2F6B8E
n213,0.19436170097152966,#20A486
n214,-0.6707310786643761,#287B8E
n215,-0.022041721581632888,#1F9A8A
n216,-0.19457933902214317,#20928C
n217,0.22482612242330932,#21A685
n218,0.6855420938522456,#3BBA75
n219,1.2773530780245475,#78D152
n220,1.1898375090694462,#6ECE58
n221,-0.9701091664248342,#2E6D8E
n222,-0.783779911313436,#2B768E
n223,-0.8905444880378307,#2D718E
n224,0.6229898259994203,#36B878
n225,-0.765812825406915,#2A778E
n226,-1.1273357650547304,#32658E
n227,-0.7133293353293931,#29798E
n228,0.3127196211988015,#24AA83
n229,0.39859481810672664,#27AE80
n230,-0.7319304742258979,#2A798E
n231,-1.6715183832464358,#3F4889
n232,-1.3053436555783304,#365C8D
n233,-1.474754482982207,#3A538B
n234,-1.1037037448952982,#31678E
n235,-0.17763395259289302,#20938C
n236,-0.9689024090568907,#2E6D8E
n237,0.2754241479913792,#22A884
n238,-0.35225125244581346,#238A8D
n239,-0.7963060582664777,#2B758E
n240,-2.0724522141893313,#46307E
n241,-0.5698138194304739,#27808E
n242,-0.12637962268188835,#1F958B
n243,1.2232500266916642,#72CF56
n244,-1.421039113563417,#39568C
n245,-1.9088726513091563,#443A83
n246,0.23594403320232712,#21A685
n247,-0.740462868072664,#2A788E
n248,-0.32054606650710454,#228C8D
n249,-0.572038011913777,#27808E
